<3.944204, -2.91954, 2.289953>, <2.105388, -1.737815, 4.004244>, <1.258501, -3.921909, 2.366102>, 
<1.944213, -1.291691, 1.095185>, <3.944204, -2.91954, 2.289953>, <2.105388, -1.737815, 4.004244>, 
<3.988582, 2.663375, 2.674257>, <4.100128, -0.127686, 2.565798>, <4.59598, 1.337446, 0.161359>, 
<0.678878, -2.158727, -1.345808>, <-0.019465, -4.769506, -0.0481>, <2.779542, -3.866388, -0.051572>, 
<1.923548, 1.714845, 1.19371>, <1.944213, -1.291691, 1.095185>, <2.36545, 0.342124, -1.37679>, 
<-0.101728, 0.264654, -0.062748>, <-0.002116, -0.008329, 2.776546>, <-0.834996, -2.193453, 1.102009>, 
<-0.822981, 2.493092, 1.544342>, <-2.579306, 0.230706, 1.22488>, <-3.162152, 2.150533, 3.453106>, 
<-3.763345, 2.449248, -3.410987>, <-1.890631, 1.040048, -4.883288>, <-1.113123, 3.415447, -3.504065>, 
<-1.504802, -4.684935, 2.297573>, <-2.822896, -3.888623, -0.052922>, <-0.019465, -4.769506, -0.0481>, 
<-4.790025, 2.162142, 1.227034>, <-4.211941, 3.728161, -0.987922>, <-4.787884, 0.833783, -1.186041>, 
<4.856794, -0.011545, -2.397915>, <4.59598, 1.337446, 0.161359>, <4.546674, -1.51414, -0.06314>, 
<1.923548, 1.714845, 1.19371>, <2.174367, 1.098109, 4.301762>, <1.264021, 3.58746, 3.446324>, 
<2.36545, 0.342124, -1.37679>, <4.856794, -0.011545, -2.397915>, <4.59598, 1.337446, 0.161359>, 
<1.944213, -1.291691, 1.095185>, <3.944204, -2.91954, 2.289953>, <4.546674, -1.51414, -0.06314>, 
<1.944213, -1.291691, 1.095185>, <2.105388, -1.737815, 4.004244>, <1.258501, -3.921909, 2.366102>, 
<-0.101728, 0.264654, -0.062748>, <-0.072694, 0.174114, -2.899243>, <0.678878, -2.158727, -1.345808>, 
<1.944213, -1.291691, 1.095185>, <2.779542, -3.866388, -0.051572>, <4.546674, -1.51414, -0.06314>, 
<2.36545, 0.342124, -1.37679>, <3.318329, -2.46613, -2.473168>, <4.546674, -1.51414, -0.06314>, 
<1.923548, 1.714845, 1.19371>, <2.36545, 0.342124, -1.37679>, <4.59598, 1.337446, 0.161359>, 
<-4.820129, -0.198631, 2.699407>, <-3.264667, -2.517188, 2.580652>, <-2.419129, -0.395789, 4.311475>, 
<-1.427465, 4.340496, 3.722623>, <-2.972268, 4.327454, 1.418192>, <-3.162152, 2.150533, 3.453106>, 
<1.923548, 1.714845, 1.19371>, <3.988582, 2.663375, 2.674257>, <2.174367, 1.098109, 4.301762>, 
<0.678878, -2.158727, -1.345808>, <3.318329, -2.46613, -2.473168>, <2.779542, -3.866388, -0.051572> 
